entrezgene,FDRPval_m1m2,FDRPval_m2m2a,FDRPval_m7m8,FDRPval_m8m8a,FDRPval_busted,Prop_m2,Omega_m2,Omega_m0,prop_sel_branches,length,nseq
418180,1,1,0.0870253995716385,0.921639060446269,0.017463082788131752,0.025,1,0.14239,0.1095890410958904,498,38
428655,1,0.5062411172736,3.11643339806033e-7,0.00143582454883063,4.286186634610556e-4,0.003,3.20478,0.05986,0.14084507042253522,900,37
395196,1,1,1,1,8.129542792691834e-4,0,10.48645,0.1419,0.16901408450704225,798,37
422736,1,1,0.013496339784765,1,1,0,24.35019,0.06168,0.0958904109589041,1107,38
772081,0,0,0,0,0,0.048,2.82161,0.42978,0.27692307692307694,2727,34
419403,1,1,2.03450485172248e-5,0.803397779977646,6.152405624024928e-5,0.017,1,0.05558,0.10126582278481013,1323,41
428414,1,1,0.00375172052687149,0.298817967746581,3.046989484557468e-14,0,4.25729,0.06718,0.14084507042253522,1803,37
424331,1,1,2.78596773386107e-8,0.0317926303815277,0,0.046,1,0.2151,0.1506849315068493,1419,38
395660,1,1,9.01593532195805e-13,2.44165881355683e-5,0,0.1,1,0.35745,0.2112676056338028,2484,37
419030,0.0315661051545197,0.00719452886719329,0,0.00413482856081301,0,0.004,2.67216,0.12298,0.17721518987341772,2988,41
422069,1,1,0,0.003939800929912,0,0.084,1,0.10201,0.16455696202531644,3738,41
418377,1,1,0.815556042562938,0.485634661157353,1,0.081,1,0.05086,0.012658227848101266,714,41
769021,0.0185679843671005,0.00404183918228989,2.17873162747068e-6,0.123300517054987,0,0.004,4.48429,0.27405,0.2345679012345679,855,42
420225,0,0,0,0,0,0.069,2.84551,0.49448,0.32,2496,39
425349,0.114234035108411,0.0297660153787188,2.76951573345523e-4,1.17392706106691e-4,0.2633917638034806,0.011,3.26526,0.27525,0.046153846153846156,444,34
427003,1,1,0.0517566963882519,1,1,0.029,1,0.17884,0.012987012987012988,366,40
418498,1,1,2.09388207138414e-4,0.529376122670147,0,0,70.66759,0.11712,0.4,4533,39
417488,1,1,3.87176084579739e-7,0.145635810638153,1.417016195155804e-15,0,23.72135,0.03674,0.12,3003,39
427673,1,1,5.10650193660883e-13,1,1.619360325388446e-11,0.019,1,0.06268,0.2898550724637681,1845,36
423455,1,1,0.0420253041310785,1,1.794089486582716e-11,0,5.33324,0.01892,0.043478260869565216,564,36
422004,0.77187888353745,0.276200247818712,1.31380639952136e-4,0.0336528874368752,0,0.008,2.67371,0.2424,0.37254901960784315,1458,27
769528,1,1,1,0.63568900942235,0,0,37.1536,0.029,0.13333333333333333,2079,39
395183,1,1,1,0.617540068472246,0.00990933582408816,0.017,1,0.05102,0.13725490196078433,549,27
420539,0,0,0,0,0,0.02,2.87212,0.44664,0.4533333333333333,3951,39
422037,1.84846342114171e-5,2.7672164904513e-6,0,2.63918109099616e-13,0.013483667933632076,0.058,2.22987,0.37933,0.21333333333333335,978,39
423416,1,1,1.08609809946002e-11,0.068523862932798,0.17919444242552302,0,56.93701,0.01608,0.04,2346,39
423916,0,0,0,0,3.091339947225953e-14,0.048,2.60959,0.36788,0.3698630136986301,1341,38
424304,1.75026426750333e-8,2.13161348100078e-9,0,0,7.134191654538254e-4,0.02,3.71763,0.37184,0.16455696202531644,756,41
417664,1,1,5.73747308366848e-8,0.35679733847732,0,0,34.49922,0.02071,0.22666666666666666,1242,39
770495,1,1,0.044835343469415,0.547353998952712,0.004689569426380148,0,27.76547,0.07861,0.10666666666666667,1674,39
418031,1.85648675833046e-5,2.77974099362762e-6,0,6.55923069995849e-13,1.0487136468917603e-6,0.086,2.33748,0.44591,0.05333333333333334,576,39
428073,1,1,1.49505999631435e-6,0.0826842283345707,0.7425509527723936,0.003,1,0.16383,0.0410958904109589,936,38
418961,0,0,0,0,0,0.036,2.70895,0.46109,0.36231884057971014,4392,36
424632,1,1,1.9461870259211e-5,0.417515227216219,0.001704467722480894,0,26.65391,0.08313,0.06666666666666667,1647,39
423532,1,1,1.0098579467224e-10,0.532601354664124,0,0,24.72847,0.01971,0.2318840579710145,2904,36
420376,1,1,7.68971443691476e-5,0.0322915368517632,0,0,51.80809,0.00718,0.18666666666666668,3081,39
395180,1,1,1,1,1,0,11.531,0.01733,0,204,38
419409,1,1,2.66153936278233e-12,2.35738233075712e-10,0,0.115,1,0.25606,0.19718309859154928,1713,37
421802,9.89561113313334e-4,1.77025013678946e-4,1.06870845938528e-13,7.10119126403142e-9,0.0029150370435387213,0.055,2.70882,0.29787,0.08,390,39
100858131,0.0360227249941866,0.00831898310744569,2.4321201510037e-7,1.49391184716482e-5,0,0.02,3.13291,0.61795,0.35135135135135137,2067,20
417417,0.00153480321803264,2.8154123179064e-4,4.81934069839236e-10,1.03642641758782e-6,0,0.022,2.85339,0.50778,0.208955223880597,834,35
769358,1,1,1,1,2.809564392947806e-15,0.021,1,0.1571,0.18032786885245902,765,32
421750,1,1,0.00122146951651787,1,4.1352041742561183e-4,0.041,1,0.12343,0.11267605633802817,1401,37
418361,1,1,6.92508266305584e-9,0.00775180037012984,0,0,48.33682,0.10016,0.0958904109589041,3294,38
419547,0.900816275505937,0.334376542396593,1.16113857752387e-8,0.00361138659324348,0,0.004,2.56724,0.22731,0.3333333333333333,2346,39
418583,0,0,0,0,0,0.063,2.61591,0.49336,0.38028169014084506,2739,37
428440,6.428699731221e-7,8.61629652103093e-8,0,2.44082229958911e-9,0,0.013,3.20983,0.51983,0.4153846153846154,2262,34
422442,1,1,1,1,1.2267908795537335e-6,0.142,1,0.25848,0.1320754716981132,627,28
NA,1,1,0.0622723615495027,0.394668974701285,1,0.037,1,0.20854,0.0410958904109589,504,38
771768,0.00151951767521435,2.78569587098356e-4,6.25572817081685e-10,3.98139695352205e-6,0.40801821036514735,0.018,2.61637,0.24539,0.15942028985507245,912,36
420840,1,1,1,1,0.011474513299482002,0,29.57672,0.0738,0.046153846153846156,813,34
420188,1,1,1,0.878738421118639,1,0.019,1,0.16759,0.013333333333333334,462,39
419349,1,1,1,1,0.8413954752633395,0,24.49225,0.051090000000000003,0.02666666666666667,525,39
424600,3.60886657744485e-15,0,0,0,0,0.04,3.11256,0.31815,0.4246575342465753,1992,38
420021,1,1,0.00020737283902485601,1,1,0.033,1,0.04387,0,276,36
415688,1,1,3.17937033825701e-9,0.38115512437702,0,0,35.70753,0.02394,0.09333333333333334,2856,39
769453,1,1,1,1,1,0.113,1,0.27911,0.0425531914893617,627,25
418405,1,1,9.66693970688347e-5,0.0253777952109203,0,0.002,3.24692,0.09945,0.06493506493506493,1245,40
424575,1,1,0.0123557833935178,0.995216140460081,0.004295318096342579,0.02,1,0.04182,0.0136986301369863,471,38
770513,1,1,1,1,0.5727316238816361,0,4.20743,0.07211,0.04477611940298507,330,35
NA,1,1,0.0311307227095177,0.931791866930202,1,0.05,1,0.25523,0.34146341463414637,693,22
418010,0.0091831091751802,0.00189242085354574,2.01649201427523e-13,9.13513763217755e-6,0,0.004,3.96134,0.1418,0.32,5259,39
422750,0.016896209406047,0.00364854124675304,1.57588609818317e-9,1.84388614507838e-5,0.6136262919617385,0.024,2.6085,0.35822,0.0410958904109589,726,38
419699,0.0233420993279321,0.00517994240885317,9.40149886764852e-14,5.87246338824654e-5,0.7756411254254031,0.008,3.52906,0.10584,0.0410958904109589,1059,38
416406,1,1,5.62208826008773e-4,0.024213865610923,0.06629966714941841,0,47.53871,0.00841,0.05333333333333334,2244,39
770087,1,1,1.46939691978306e-4,0.914142188537524,0.0803229589749364,0.04,1,0.16852,0.07692307692307693,543,34
421597,1,1,6.44213169271291e-7,0.687537880195675,0,0,1,0.1485,0.29333333333333333,3579,39
420457,1,1,0.0125195440459731,0.30900166872375,0,0.004,1,0.10806,0.1917808219178082,1992,38
100859425,1,1,0.00208182400818741,0.490558333257586,1.9290870488321484e-13,0.369,1.08394,0.42708,0.16279069767441862,573,23
419909,1,1,0.255123222855307,1,NA,0.039,1,0.16063,NA,237,40
416727,0.690062186529958,0.240615218329691,3.78927094980256e-12,0.00102719071085384,0.07929673235896305,0.011,2.16729,0.19079,0.17333333333333334,2031,39
427459,0.00371545727383405,7.20037778565922e-4,3.75024619634362e-11,1.37399624814256e-9,1.6434128602537974e-7,0.01,2.96157,0.30943,0.14666666666666667,1956,39
100858021,1,1,0.0114221535633093,0.514114931210531,0.1904577933932413,0.053,1,0.29413,0.056338028169014086,657,37
419358,1,1,1,0.520612038934352,7.392685502106356e-4,0,36.77535,0.0251,0.0684931506849315,1047,38
421375,1,1,0.662571596467701,0.867747699219523,0.21893040986568857,0.028,1,0.13199,0.02666666666666667,1101,39
427254,1,1,1,0.982952521051272,0.23189903589729782,0.034,1,0.1548,0.04819277108433735,633,43
768913,1,1,7.79592770682871e-4,1,0,0,32.48695,0.12977,0.16,1566,39
419836,1,1,0.0727317669857416,1,1,0.032,1,0.08679,0.14492753623188406,399,36
418908,1,1,9.0915999121046e-8,1,0,0,22.67504,0.09053,0.13333333333333333,3183,39
424346,1.41137659410821e-4,2.29521959900852e-5,1.69207159699228e-11,2.44002170581525e-8,0,0.004,5.17208,0.20033,0.22666666666666666,1866,39
418727,1,1,1,0.627335644005261,1,0,43.62317,0.01758,0.012987012987012988,1140,40
100859023,1,1,0.974107176296606,0.603593510292812,1.0110845529671241e-4,0,93.67563,0.02886,0.10909090909090909,1566,29
419800,3.41307642750236e-6,4.81695426777178e-7,0,2.21820981803957e-14,4.663351740070378e-15,0.021,2.60091,0.41023,0.1506849315068493,1695,38
419047,1,1,0.085620881207937,0.152795014192498,0,0.021,1,0.46988,0.16883116883116883,1020,40
417016,0.00285201970421769,0.00054278714536707805,0,1.1404553532715e-5,0,0.004,3.17444,0.13023,0.3466666666666667,2250,39
417412,1,1,0.00142000339135662,0.53853817042537,1.6354262885984766e-8,0.018,1,0.16992,0.18666666666666668,954,39
416122,1,1,1,0.608259241198508,1,0,77.8581,0.00517,0.029850746268656716,405,35
422871,0.411311860254108,0.129067739785828,4.97600458402701e-10,9.97096940599186e-5,0,0.014,2.17248,0.24949,0.2,1611,39
426521,1,1,0.310643496374812,1,0.04336804142105379,0,24.88313,0.12173,0.06779661016949153,486,31
772090,1,0.399119145141183,3.43356928270349e-15,5.76617708617215e-4,0,0.005,2.26322,0.12339,0.0958904109589041,2061,38
421753,1,1,0.0397737784751835,1,0.2130893290243954,0.061,1,0.16277,0.043478260869565216,1191,36
423124,1,1,4.62423930917833e-8,0.886632132928379,0,0.004,1,0.09316,0.3013698630136986,2289,38
423512,1,1,1,1,0,0,28.18406,0.00357,0.05333333333333334,1242,39
395659,1,1,0.174182235908027,0.777482436653319,1,0,27.78793,0.08115,0,483,39
NA,1,1,8.22665149913225e-4,0.0739838821675489,0,0.034,1,0.13566,0.10144927536231885,1203,36
419927,1,1,5.61396118783849e-7,0.109966266786896,0.1402696210110697,0,22.04782,0.03831,0.07042253521126761,849,37
373898,1,1,1.74606709641988e-6,1,1.0486317791499864e-6,0,78.72082,0.07409,0.2112676056338028,2565,37
423955,1,1,0.208638780792952,1,0.40498491340504333,0.032,1,0.19084,0.0821917808219178,564,38
416743,1,1,0.0157242802830938,0.282499414296462,1,0,25.0562,0.01913,0,912,37
428007,0.0544290840224843,0.0130830858869101,3.17104811879157e-8,3.3699996697048702e-06,0.40739777140370664,0.04,2.48198,0.28441,0.025974025974025976,684,40
378909,1,1,1.28787933494282e-10,0.0063893851899632,0.0014555292881551435,0,29.73135,0.03518,0.1232876712328767,2271,38
415463,0.918979792887135,0.342927366343008,6.588540195628e-8,0.0426862938693451,2.3457062626341216e-15,0.006,3.01884,0.01132,0.02666666666666667,525,39
396493,1,1,1.15447265487496e-9,1,0,0,16.76915,0.10784,0.2,2478,39
NA,1,1,0.255811030098151,0.335599419553128,1,0.038,1.78203,0.16437,0.03389830508474576,258,31
422676,1,1,0.0014542310443194,0.881589981543993,0.35503628895790673,0.047,1,0.20877,0.0410958904109589,615,38
427689,1,1,1,1,0.4576688297696422,0,7.26137,0.01501,0,264,23
776372,1,1,0.127779679972772,1,0.009478444415997014,0.012,1,0.06604,0.0547945205479452,672,38
417171,1,1,1,1,1,0,67.68963,0.03061,0.12,1581,39
NA,1,1,3.51453226931917e-12,1,0,0,17.45597,0.02334,0.23076923076923078,2337,34
422227,1,1,0.141453832963744,0.0316963297900594,1,0,21.5593,0.10008,0.2,2556,39
378898,1,1,3.35315213631651e-4,0.263366864970164,0.016141514837545275,0.083,1,0.06756,0.04938271604938271,543,42
418876,1,1,0.0256240480787536,0.684926212019659,0,0,39.91383,0.08353,0.14666666666666667,2445,39
423059,1,1,3.65598927959951e-4,0.182110257659176,0,0.084,1,0.30606,0.26666666666666666,999,39
771773,1,1,1,1,0.6064609914542247,0,15.21034,0.04469,0.21951219512195122,969,22
427158,0.03862562765188,0.00897881326803718,2.53508229490409e-8,0.656718868822659,0.001583893588137184,0.007,5.84676,0.10264,0.07692307692307693,462,34
417722,1,1,1.73486202639773e-4,0.128904209474175,0.20333581523492286,0.039,1,0.18011,0.0547945205479452,726,38
422136,1,1,1.42839597887001e-9,0.347518963731458,0,0.002,2.73955,0.11805,0.32,2514,39
427801,1,1,1,0.0511167728784079,0,0,22.60058,0.05542,0.273972602739726,2253,38
417438,1,1,1,0.482553395366706,0.5046027415771698,0,8.37994,0.01692,0.136986301369863,1146,38
417039,1,1,1,1,8.343146668831457e-9,0.088,1,0.17236,0.2676056338028169,1539,37
NA,0.252659543986878,0.0731832799157329,6.67581303489452e-6,0.00222268780695349,1.8832284071027305e-9,0.011,3.28047,0.23606,0.08196721311475409,345,32
428427,1,1,4.5910653928134e-4,1,0.2084595489521961,0,28.86573,0.03313,0.05333333333333334,1923,39
421418,0.00659689520806813,0.00132786574623023,1.63399090851763e-11,1.053465816774e-6,0.04172966750032195,0.029,2.86385,0.26332,0.06666666666666667,876,39
424325,1,1,1,1,0.016689209975033224,0,39.90959,0.04238,0.0958904109589041,1089,38
429406,0.0168606011955475,1,1,0.193004073253364,1,0,30.70319,0.02998,0,837,38
418737,1,1,5.35351633363488e-5,0.225648035348187,3.15946829349694e-6,0.003,2.36771,0.17303,0.10666666666666667,1560,39
395663,1,1,4.13200582903993e-4,0.237867962137014,0,0.052,1,0.42958,0.2876712328767123,960,38
423954,1,1,0.0261631557401182,0.744910466664604,0,0,1,0.07184,0.08,1170,39
396550,1,1,1.82313504080063e-4,0.00170905701099663,0,0.004,2.45768,0.1617,0.2537313432835821,1455,35
416197,0.134285786760554,0.0356781617346099,8.67439619747879e-15,0.0080804587692492,1,0.022,2.41391,0.25534,0.08955223880597014,1008,35
419697,1,1,1,1,0.0158838659204111,0,36.13373,0.06936,0.0684931506849315,1224,38
423738,1,1,0.079357802264313,0.829101040530174,1.6364759589073118e-10,0,27.86457,0.02381,0.0684931506849315,2637,38
422374,1.53554429143945e-4,2.5062712644765e-5,2.76817248601106e-15,3.20737374165213e-9,0,0.02,2.62879,0.55894,0.42857142857142855,2766,33
421621,0.485998722321078,0.157472433388278,3.09033284436439e-11,8.21404215810258e-6,0,0.005,2.50377,0.16217,0.24675324675324675,3396,40
422489,1,1,1,0.749550288086836,1,0,32.67392,0.03049,0.013333333333333334,2001,39
424216,1,1,5.02421032287919e-10,0.0983668501392066,7.968296195784485e-9,0.001,2.47915,0.08376,0.2,2964,39
417259,0.55669415795177,0.185386862506154,3.67947838879481e-7,5.25253216391619e-4,0,0.01,2.44063,0.21432,0.3898305084745763,1065,31
NA,1,1,0.642731938407677,1,1,0.005,1,0.05402,0,321,31
420537,0.448937614102647,0.143144844709961,6.59662758779022e-7,0.923592767223728,0,0.002,3.14779,0.08506,0.2,2349,39
770384,1,1,1,0.603600288067867,1,0.001,1,0.00544,0.1076923076923077,1665,34
417596,1,1,1,0.966833228353828,1,0.026,1,0.15806,0.015873015873015872,408,33
417011,1,1,1,0.504943134491405,3.494121042782816e-14,0,4.61376,0.01368,0.10144927536231885,867,36
NA,1,1,0.00856183718215796,1,1,0,27.4814,0.16225,0.047619047619047616,684,33
420761,0.00345684976520568,6.66868843641482e-4,5.8414742650712e-12,8.77751479267865e-10,0,0.012,3.13384,0.22875,0.30158730158730157,1971,33
100857418,1,1,3.88184698398502e-10,0.87693027936073,1,0,29.84094,0.12965,0.04,3342,39
423684,0.0383603556592619,0.00890998415001793,3.76679912511965e-12,9.10247130575319e-9,0,0.005,2.77013,0.21395,0.36,4026,39
374129,1,1,0.867527262868807,0.389606748368392,1,0,33.7857,0.00399,0,432,39
420418,0,0,0,0,0,0.058,2.50031,0.50969,0.35064935064935066,4923,40
419427,1,1,1,1,0.011282713241249432,0.001,1,0.15632,0.05970149253731343,606,35
NA,1,1,0.133912071791871,1,0.004183502610957452,0.036,1,0.15026,0.028169014084507043,771,37
417612,0.317472883763672,0.0954056669741029,1.52991421168128e-8,0.00224732723118815,0,0.007,2.49142,0.13539,0.2077922077922078,1890,40
417032,1,1,5.70234725442844e-4,1,0,0,44.5978,0.07793,0.23943661971830985,1506,37
424222,0.0895420537806778,0.0226789053056456,1.76822461255604e-12,6.16742686568593e-6,1,0.011,2.38192,0.27814,0.21333333333333335,2130,39
415448,1,1,1,0.715387669108624,0.36203359811170455,0.028,1,0.0919,0.013333333333333334,507,39
416308,1,1,7.28666028013064e-6,0.0671895503967122,0.004660675022656539,0.031,1,0.2186,0.136986301369863,828,38
421487,5.1778369506624e-9,6.12754252332774e-10,0,0,0,0.01,3.97026,0.44209,0.4533333333333333,2160,39
422065,1,1,1,0.74588684688167906,0.010388270283181672,0,22.45345,0.095,0.11475409836065574,705,32
771027,0.153786278806273,0.0415524933440324,2.95243618148673e-5,0.00186463231472879,1.1792585767179248e-5,0.035,2.9562,0.18331,0.08771929824561403,342,30
770002,1,1,0.0627115444104261,1,0.7691714243328313,0.011,1,0.08838,0.21311475409836064,834,32
429086,1,1,0.0242592481450711,0.130715579573189,0.7451976980546554,0,1,0.07486,0.08450704225352113,945,37
419020,1,1,1,1,9.635249631191649e-4,0,25.19787,0.01158,0.02666666666666667,609,39
422788,6.97057346978723e-8,8.78679301845888e-9,0,0,0,0.018,2.52637,0.23259,0.4794520547945205,3453,38
418244,1.4300661521841e-8,1.73308976562417e-9,0,0,2.3877470729986754e-5,0.053,2.79564,0.34644,0.0547945205479452,1020,38
419312,1,1,1,0.358665129265968,0,0,19.8523,0.01162,0.05194805194805195,1683,40
423769,1,1,6.65507953038417e-7,1,NA,0,1,0.07817,NaN,1872,38
416295,1,1,0.0035232234530724,0.009360709733049,1.061196762210313e-8,0,14.39477,0.0499,0.1232876712328767,1485,38
373985,1,1,0.00329748359179809,0.359978857279716,0.9422920400801507,0,1,0.10247,0.0684931506849315,1368,38
418077,1,1,0,0.0132181632272855,0,0.007,1,0.06728,0.19480519480519481,3450,40
768795,1,1,1,1,0.20791741475880177,0,32.07843,0.00713,0.013333333333333334,231,39
415401,0.0355535163804047,0.00819946580319956,0,4.48309101912882e-5,0,0.004,3.29938,0.08306,0.3466666666666667,2895,39
423735,1,1,1,0.702073292054178,1,0,29.59244,0.04187,0.029850746268656716,945,35
418458,0.380717800010834,0.117878811145757,2.08684999702501e-5,5.12434019878879e-4,4.469958462475836e-6,0.034,2.22629,0.44306,0.10666666666666667,567,39
408180,1,1,1,0.593571942070928,0.024764300150358784,0,26.42922,0.05691,0.0547945205479452,1032,38
420235,1,1,0.0601111608740125,1,9.161969032839251e-10,0.06,1,0.27637,0.10666666666666667,471,39
416578,1,1,1.5459233796296e-4,0.862785459173948,1,0,46.18851,0.093,0.06666666666666667,2115,39
770890,0.0569005122803236,0.0137398593536732,1.80338550204162e-8,5.3074627735893e-5,1.5771417512683994e-4,0.004,4.46989,0.25759,0.2641509433962264,1104,28
418409,1,1,2.31221479695251e-5,1,0,0.03,1,0.16643,0.14285714285714285,1086,40
415539,1,0.788614572463582,2.13140791530639e-6,1,0.2594124017793709,0.003,2.60844,0.14836,0.136986301369863,957,38
768541,1,1,2.05875149954434e-4,0.701041703717562,1,0.016,1,0.04325,0.014084507042253521,1359,37
421671,1,1,1,1,4.045617689569109e-11,0.01,1,0.04131,0.056338028169014086,264,37
421337,0,0,0,0,0,0.026,2.70775,0.40739,0.5714285714285714,5589,40
770049,1,1,0,0.0108715560338432,1.4797462909492474e-4,0,53.0965,0.1291,0.21311475409836064,2961,32
419590,1,1,0.27449508802903,1,0.07123955727139542,0,36.43818,0.03095,0.0547945205479452,1509,38
422590,5.66520579414093e-8,7.10325391109841e-9,0,0,0,0.024,2.42236,0.46383,0.5230769230769231,3597,34
425041,1,1,1,0.507517256797744,1,0,4.69882,0.01103,0.014925373134328358,411,35
100859328,1,0.851562124791977,0.0264271208058869,0.0426346089996721,0.5145539495877065,0.025,2.92002,0.46778,0.01694915254237288,291,31
421265,1,1,0.420008579071229,0.628417886485831,0.13550540269684286,0.002,1,0.14287,0.029850746268656716,381,35
420475,5.77312632917817e-7,7.71207914502217e-8,0,1.59605207708901e-15,0,0.005,3.28175,0.13411,0.42028985507246375,5295,36
100857324,1,1,1,0.687410577487721,1,0,11.69578,0.04286,0.014925373134328358,498,35
421564,0.298391892056662,0.0887675140581959,7.18323240040847e-16,0.582619090487592,1.284789725787974e-11,0.001,3.69989,0.04635,0.21518987341772153,5217,41
416530,1,1,8.79376778752169e-6,0.230133833287682,0,0.029,1,0.2338,0.3877551020408163,1914,26
423768,1,1,1,0.869918551275587,1,0.017,1,0.05131,0.025974025974025976,297,40
420471,1,1,0.00263921288312675,1,0,0,27.5439,0.07213,0.13333333333333333,2313,39
419849,1,1,3.23137590259108e-5,0.446559054912466,0,0.052,1,0.22732,0.3880597014925373,1062,35
423102,1,1,1.88485671555924e-5,0.0893778431563169,0,0,30.41286,0.0175,0.16,2742,39
396001,1,1,0.00184556551416756,0.822098543700781,0.022214829927542392,0.004,1,0.00823,0.07792207792207792,708,40
428563,1,1,0.013221486312153,0.26263828438184,0,0.046,1,0.24167,0.1506849315068493,702,38
101751077,1,1,7.07977711182236e-5,0.724153202565524,0.18714382566994725,0,25.42087,0.10016,0.046153846153846156,984,34
418646,1,1,1,0.625127391428414,0,0.01,1,0.08171,0.25333333333333335,2298,39
426663,1,1,0.405462695326406,1,0.21965740048634075,0,17.90178,0.11824,0.1016949152542373,1143,31
420594,1,1,0.149858247667026,0.632729430896486,0,0.011,1,0.03207,0.13333333333333333,1242,39
101748924,2.1256135128529e-5,3.1985745661153e-6,0,9.48827055319261e-13,0,0.006,3.3452,0.14587,0.19718309859154928,3210,37
408046,1,1,1.31778820992003e-4,0.397063007310498,0.06141759173813471,0,55.83553,0.01184,0.02666666666666667,2691,39
423374,0.0995264397211615,0.0255120745189703,1.10027226112715e-10,0.0268426269953653,7.118504018802174e-5,0.02,2.39685,0.26177,0.0684931506849315,639,38
416492,1,1,1,1,0.1592022095576926,0,8.92528,0.02793,0.06172839506172839,432,42
420842,1,1,0.0392828821665465,0.351568087816834,3.662349908207879e-5,0,9.20231,0.07204,0.07792207792207792,945,40
422818,1,1,3.43117669505564e-6,0.0563561610054668,1,0.103,1,0.25171,0.16901408450704225,672,37
415757,4.40386944691685e-4,7.55170140199495e-5,1.72438828522813e-11,1.39774100533486e-9,0.10465834274932957,0.051,2.51189,0.52491,0.15730337078651685,423,46
424258,0,0,0,0,0,0.023,3.788,0.26077,0.32,2190,39
421785,1,1,1.63532159506624e-9,0.540437097097135,0.15986539059129146,0,23.89091,0.05682,0.10144927536231885,2085,36
416549,1,1,1.18481236190475e-8,0.864233485132637,0,0.021,1,0.13293,0.2876712328767123,2430,38
417369,1,1,2.46534627116987e-12,1,0,0,26.5564,0.10518,0.273972602739726,3117,38
424615,1,1,1,0.352104002506068,1,0,25.91184,0.01449,0,621,38
421868,0.0167473760902102,0.00361133376473163,5.76651103245286e-7,2.17999161082454e-6,0.08515388339930968,0.009,3.54096,0.19848,0.013333333333333334,948,39
427867,1,1,1.87291204853915e-11,0.161379981163026,1,0.012,1,0.12168,0.06666666666666667,2502,39
418548,1,1,0.00491129332834842,0.107977244253236,0.33458981095171453,0.001,2.85917,0.12125,0.014084507042253521,972,37
415653,1,1,3.2515568371029e-6,1,0.1951217374833908,0,13.01443,0.02708,0.06493506493506493,1617,40
421678,1,1,0.0581478850965221,1,0,0.035,1,0.1002,0.18666666666666668,2232,39
396338,1,1,0.392502996755681,1,1,0,38.68703,0.08303,0.012987012987012988,864,40
420030,1,1,6.35061866006506e-4,0.485488691437819,0.02467866291802341,0.021,1,0.09705,0.12307692307692308,1689,34
424642,0.00133766917298876,2.43492081851702e-4,3.28206173619471e-14,2.09103424136341e-7,0,0.002,3.94019,0.15155,0.32,4830,39
771180,1,1,1,0.659145701335072,0.02864827772686431,0,37.1784,0.09815,0.20634920634920634,1347,33
423568,1,1,1,0.706623810839902,0.030574467692798507,0,12.18418,0.05086,0.029850746268656716,1032,35
428384,6.32407942662586e-4,1.10464926910639e-4,8.09787591872205e-13,1.615608951644e-10,0,0.011,2.5189,0.30603,0.32,3594,39
395141,1,1,1,0.827332099484133,0.0013075238251579015,0,7.08469,0.00874,0.013333333333333334,705,39
424639,0.523936808525782,0.172134827470174,2.09587989567597e-15,1.15737543193314e-5,0,0.004,2.60864,0.17793,0.30666666666666664,4248,39
771538,0.00830201261519915,0.00169851559265315,2.80049573347655e-12,8.85891921137622e-10,0.18398554949816318,0.024,2.46682,0.20462,0.08450704225352113,1032,37
418508,1,1,0.00133094999615893,0.294727079877514,0.3003665485625797,0.016,1,0.13183,0.03896103896103896,549,40
101751429,0.0322424349235722,0.00736307869220027,0,5.35394708348675e-7,0,0.074,1.72608,0.53966,0.18461538461538463,1185,34
424324,1,1,0.0019793173812391,0.0143868635581214,0,0,25.80117,0.13595,0.2835820895522388,1551,35
424854,1.42746769021739e-12,1.44303594231132e-13,0,0,8.685201009009468e-10,0.048,2.68488,0.30623,0.11688311688311688,1128,40
426454,2.9604439541645e-4,4.98022208111701e-5,8.02859029704817e-15,5.60667158835114e-11,0,0.008,3.02364,0.19922,0.2876712328767123,2550,38
427063,1,1,0.00131618075095793,0.04015091820215,0.00138372020799187,0.219,1,0.40099,0.07692307692307693,729,21
416297,1,1,0,0.67245954201146,0,0.082,1,0.12174,0.22666666666666666,2790,39
423326,1,1,1,0.615189177139054,6.234368163818917e-8,0,31.00507,0.00439,0.013333333333333334,501,39
425416,1,1,1,1,1,0,10.67537,0.0036,0.012987012987012988,324,40
425071,1,1,0.0951530959418627,0.205710162168796,0,0.044,1,0.16155,0.29577464788732394,984,37
426175,1,1,1,0.710465252709694,0.022454459154708444,0.038,1,0.09224,0.08163265306122448,468,26
771963,1,1,0,0.720331900300444,0,0,28.02285,0.04571,0.1917808219178082,2115,38
NA,0,0,0,0,0.035580939904548796,0.083,3.21402,0.47027,0.18461538461538463,1374,34
431253,1,1,8.6600930568309e-5,0.918481574854029,3.4408889027048994e-10,0.013,1,0.11974,0.31746031746031744,1344,33
423364,1,1,1,0.812296485806675,0.5124818985387037,0,2.7739,0.04521,0.07692307692307693,375,34
416121,1,1,3.1973492347957e-9,0.246220226136908,3.5313439858548157e-6,0,21.66784,0.09685,0.26666666666666666,3630,39
421977,0.0233420993279321,0.00517994240885317,7.1675325685824e-10,2.09635286853927e-6,0,0.018,2.47087,0.2627,0.08,1002,39
101747521,1,1,0.0028487406000791,0.0204798566261587,0.24023300002315504,0.04,1,0.16527,0.15492957746478872,1242,37
418444,4.59279700121466e-7,6.0934696677054e-8,0,0,0,0.02,2.62764,0.29136,0.37662337662337664,3486,40
417207,1,1,3.74298275852427e-5,0.0122027867781226,0.6974043188150616,0.123,1,0.22503,0.03614457831325301,600,43
395716,1,1,0,0.90300613722342,9.29052106441078e-6,0.002,2.61967,0.06301,0.12658227848101267,1683,41
