entrezgene,entrezgene_hs,hsapiens_homolog_orthology_confidence
416214,64324,1
777834,NA,NA
422066,9801,1
374022,10570,1
777945,NA,NA
419653,8668,1
374069,4622,0
374069,4626,1
374069,4619,1
374069,4620,1
423586,5706,1
102465414,NA,NA
107051249,113746,0
102466698,NA,NA
769776,80263,1
420750,23080,1
100315931,NA,NA
428339,NA,0
428339,56931,1
100858920,284612,1
416666,10131,1
424100,57683,0
100315977,NA,NA
396322,653689,1
396322,25774,1
396322,2953,1
423418,5641,1
417748,2861,1
427906,114794,1
421025,220164,1
100315829,NA,NA
428248,84811,1
107049863,79709,0
424096,22868,1
101747493,2830,1
417612,11216,1
100859555,1175,0
100316007,NA,NA
418943,55504,1
427307,54534,1
430658,NA,NA
100315852,NA,NA
424421,163589,1
428864,53,1
100315934,NA,NA
423986,1290,1
421743,100128327,1
100315781,NA,NA
777828,NA,NA
427302,83856,1
417804,196528,1
107057558,NA,NA
102466273,NA,NA
100857659,NA,NA
101747801,64375,1
107056423,55761,1
107054267,64174,1
107054267,64180,1
100315700,NA,NA
421792,100130890,0
418563,4128,1
415499,26589,1
424571,NA,0
424571,9682,1
107057175,55143,0
100315975,NA,NA
772239,55970,1
777916,NA,NA
101751376,220382,1
416079,9861,1
107057446,54970,0
416622,NA,NA
418357,56650,1
414871,NA,NA
107050548,2623,0
776097,162517,1
424027,23677,1
423663,219623,1
419926,9477,1
423062,22800,1
101748108,158830,1
421564,4301,1
107050482,NA,NA
417954,3007,1
417954,3024,1
417954,3010,1
417954,3009,1
417954,3008,1
417954,3006,1
107057449,29087,0
420681,131965,1
769191,55515,1
426998,55623,0
100857947,NA,NA
420200,79752,1
419788,51399,1
769965,89953,1
423978,54842,1
417366,51,1
418879,540,1
417460,8468,1
422447,1047,1
396153,5862,1
423734,23522,1
426771,25960,1
416379,57724,1
100858349,1975,0
416154,2172,1
414139,276,0
414139,279,1
414139,280,1
414139,277,1
414139,278,1
414139,278,0
100857247,7277,1
428987,196051,1
416106,51185,1
423234,64397,1
418041,29775,1
414891,25769,1
107049494,23559,1
771808,51268,1
422545,57587,1
422120,79902,1
100858003,64427,1
396442,6714,1
395865,51176,1
427819,9031,1
107057039,51764,0
396166,5950,1
424343,23155,1
424579,79033,1
100859867,116541,1
420467,8453,1
770684,NA,NA
107056713,148423,1
100859273,10075,0
396466,4803,1
419233,55257,1
428879,11245,1
416940,84861,1
429807,55223,1
424149,51776,1
776719,NA,NA
428287,NA,NA
418992,8898,1
770665,NA,NA
419900,54887,1
422172,NA,NA
373956,140,1
373956,57413,0
416399,4832,1
107057535,NA,NA
416335,134549,0
427164,373,1
419970,388389,1
419970,388389,1
419970,100528020,1
415450,84888,1
769554,NA,NA
418625,140462,1
396050,6337,1
428158,171023,1
107057208,113746,0
107056450,11161,1
419769,22897,1
427285,10020,1
420015,8639,1
420015,314,1
426522,23131,1
107055844,3150,0
769229,147339,0
423816,22849,1
429912,57719,1
425200,1990,1
426044,84173,1
420560,55610,1
420086,7535,1
107055574,948,0
101747893,5007,1
424909,131920,1
417558,83547,1
423464,91833,1
419605,64121,1
100857393,10309,1
776048,NA,NA
427844,120892,1
101751055,1610,1
771849,978,1
416032,166012,1
771857,8697,1
101747825,51412,1
420729,4292,1
422904,1487,1
424252,64770,1
107057627,1725,1
414337,820,1
415966,100129480,0
419806,3749,1
101748617,128239,0
100857898,80308,1
378424,4287,1
378424,92552,0
431639,552891,0
431639,548645,1
374021,54778,1
107051008,466,1
425031,4311,1
107056462,NA,NA
101750533,55095,1
107050660,112812,0
107050660,NA,0
415908,8692,1
419675,84618,1
426452,25790,1
422714,493856,1
395714,8538,1
419168,343578,1
422024,79618,1
419124,128869,1
426796,9627,1
430350,80279,1
418182,89869,1
374228,3752,1
100859381,474382,0
100859381,474381,0
100859381,83740,0
429557,6199,1
772150,4694,1
107056274,NA,NA
418882,26586,1
107056801,374659,1
769343,8120,1
420468,56288,1
378802,29988,1
769262,55815,1
426774,9070,1
429052,9595,1
100857593,1675,1
416898,121643,1
428264,3586,1
418608,30011,1
107054440,8971,1
416173,30820,1
424261,NA,NA
423885,114815,1
420278,27012,1
421317,64746,1
107051576,2812,1
102465330,NA,NA
431643,169792,1
416502,23164,1
421386,55809,1
107055765,55757,0
100316015,NA,NA
415588,4130,1
421650,57492,1
102465389,NA,NA
424106,1493,1
396336,23413,1
100315824,NA,NA
417914,59277,1
417125,5711,1
417478,55253,1
417478,441250,1
777191,10923,0
421713,NA,1
421713,387104,1
424256,7372,1
419329,51507,1
102466180,NA,NA
416961,56478,1
428088,84441,1
424929,80210,1
414881,55905,1
770406,100533181,1
770406,53826,1
419243,57642,1
777838,NA,NA
769957,57611,0
769957,3671,1
420266,1807,1
770534,643338,1
777800,NA,NA
101747534,80352,0
100315962,NA,NA
421363,90806,1
107056785,23519,0
107056785,8125,0
428490,1016,1
100315875,NA,NA
107054745,283991,1
100315876,NA,NA
418267,1476,1
416562,115584,1
421148,51094,1
107055845,2305,0
428552,23767,1
429150,10316,1
418589,2712,1
418589,2710,1
418589,NA,1
100315959,NA,NA
424741,80303,1
395853,3312,1
416574,84516,1
426906,1314,1
419458,54751,1
102465403,NA,NA
419111,80760,1
771888,4360,1
426785,169355,1
423838,6425,1
100315862,NA,NA
429087,388650,1
374137,4223,1
416613,9738,1
425989,56341,1
427569,NA,NA
100315996,NA,NA
417152,11093,1
107053676,7093,1
427272,6850,1
419612,54955,1
777904,NA,NA
422533,9255,1
428081,64328,1
100857251,10903,1
419195,11142,1
424066,79568,0
424524,57489,1
769603,2790,1
419433,26155,1
395629,1655,1
415609,134430,1
107057623,30000,1
415591,8826,1
396391,140628,1
374215,5449,1
769927,84171,1
770722,6230,1
422386,83692,1
416517,7156,1
772032,26191,1
416918,7494,1
415749,23594,1
420563,10282,1
100857158,84919,1
396089,1410,1
422601,9987,1
417926,317,1
776932,9027,1
421597,10114,1
418453,51300,1
415698,2775,1
107049102,NA,NA
772158,NA,NA
426849,3998,1
107055987,27241,0
374017,56033,1
424474,178,1
423946,NA,NA
421909,52,1
420062,51257,1
418930,219402,1
107050775,79574,0
423216,4058,1
107049706,NA,NA
416210,284257,1
416210,91272,1
419915,10930,1
429108,26027,1
420309,22898,1
424101,2825,1
417978,NA,NA
431637,158405,1
418628,2187,1
420498,219670,1
416382,494470,1
422692,92610,1
771421,5195,1
428093,10888,1
770292,5319,1
428184,6339,1
107056779,NA,NA
100859257,NA,NA
416393,200810,0
416393,644974,1
416393,56052,1
107056570,23268,0
421948,4613,1
100858976,2788,1
395979,NA,NA
100857280,NA,NA
107053269,NA,NA
395450,50863,1
422305,NA,NA
102466269,NA,NA
419698,11123,1
428201,6781,1
417886,91298,1
428529,1829,1
418311,51179,1
102465420,NA,NA
420591,729920,1
428208,59269,1
771148,402778,1
102466810,NA,NA
428340,4902,1
422152,6880,1
422152,51616,1
107056445,NA,NA
771058,656,1
771058,353500,1
418640,9758,1
416914,23331,1
396424,5328,1
419733,170689,1
777907,NA,NA
107050429,3094,0
428075,145173,1
424258,84561,1
416769,NA,NA
107056103,9038,1
102466701,NA,NA
102723171,NA,0
102723171,NA,0
102723171,NA,0
102723171,NA,0
102723171,NA,0
102723171,NA,0
102723171,NA,0
395819,27166,1
424920,9711,1
776262,51046,0
423455,7528,1
426867,3059,1
422453,27309,1
423698,80201,1
102466713,NA,NA
107049733,NA,NA
426126,10797,1
417985,150365,1
424001,4133,0
777845,NA,NA
100857119,56123,0
100857119,56132,0
100857119,56128,0
100857119,26167,1
100857119,56122,0
100857119,57717,1
100857119,56126,1
100857119,56133,0
100857119,56124,0
100857119,56131,0
100857119,56125,0
100857119,29930,0
100857119,56130,0
100857119,56127,0
100857119,56129,1
107051963,56548,1
422931,22934,1
777851,NA,NA
425431,NA,NA
107051321,NA,NA
428609,50508,1
373899,2923,1
772036,253935,1
102466978,NA,NA
395940,NA,NA
107051289,10629,0
428181,6497,1
102466715,NA,NA
422037,252969,1
424182,22837,1
770231,475,1
427122,51752,1
395803,6421,1
422839,9364,1
100315785,NA,NA
428003,660,1
423576,11183,1
426448,6640,1
769677,2237,1
419378,339448,1
102466707,NA,NA
430553,8139,1
423845,23223,1
770787,2273,1
102465344,NA,NA
420820,57380,1
100858689,84545,1
421936,6241,1
421936,NA,1
102466182,NA,NA
395526,8403,1
100858089,140902,1
429310,388761,0
429310,284532,1
429310,343170,0
429310,127066,1
429310,442191,0
395511,5962,1
420227,25962,1
777836,NA,NA
769122,8707,1
416425,8399,1
421509,56605,1
100858010,NA,NA
417796,51135,1
428217,399474,1
100315748,NA,NA
418446,84944,1
107056847,22847,1
417170,23064,1
416059,55152,1
424186,2191,1
395453,8817,1
426563,91687,1
419685,11313,1
426566,219988,1
102465720,NA,NA
422556,1635,1
107052812,NA,NA
100315986,NA,NA
423641,7321,1
777917,NA,NA
418109,NA,NA
429646,NA,NA
777862,NA,NA
100857763,NA,NA
107056989,8416,0
427573,4486,1
421625,85313,1
100315709,NA,NA
416931,51699,0
101409259,NA,NA
428439,151651,1
425059,29095,1
107050889,NA,NA
424239,84365,1
100315799,NA,NA
425619,7534,1
422005,55246,1
419009,26973,1
426295,55329,1
421000,55330,0
101750838,10307,1
421781,55278,1
423954,23172,1
424449,81563,1
770794,327,1
422531,27123,1
102465333,NA,NA
107057546,NA,NA
777942,NA,NA
417218,26995,1
777528,5153,1
417102,57706,1
100315974,NA,NA
101748548,NA,NA
100315999,NA,NA
415847,51693,1
414798,1528,1
100315833,NA,NA
424057,80219,1
418034,129138,1
102466708,NA,NA
102466686,NA,NA
426903,57216,1
427783,NA,NA
396444,6616,1
102465320,NA,NA
429205,9028,1
777939,NA,NA
777821,NA,NA
424540,58511,1
422895,401115,1
101747521,NA,NA
426038,10061,1
426038,10061,1
777794,NA,NA
421681,57221,1
418306,3792,1
423825,84435,1
100315861,NA,NA
777830,NA,NA
100498685,NA,NA
417486,2969,1
426852,10892,1
374066,51181,1
100857954,219972,1
777943,NA,NA
100315882,NA,NA
417021,162,1
418985,85016,1
415539,51495,1
100315940,NA,NA
428753,5593,1
424315,7130,1
424953,1981,1
418065,11108,1
777811,NA,NA
429208,23341,1
777925,NA,NA
396145,3630,1
396145,723961,0
107056584,NA,1
107056584,55361,1
100315755,NA,NA
423212,11339,1
422530,9061,1
100857105,5345,1
420741,989,1
419316,164284,1
428643,202559,1
100315984,NA,NA
424024,414189,0
424024,642517,0
424024,729092,0
424024,119016,0
424024,116987,1
100315702,NA,NA
100315712,NA,NA
100315795,NA,NA
418147,6539,1
427007,257629,1
102465413,NA,NA
396543,7478,1
100315968,NA,NA
100315723,NA,NA
396088,1415,1
422282,169966,1
421667,9749,1
100315773,NA,NA
768709,NA,NA
100315920,NA,NA
395243,NA,NA
102465970,NA,NA
428948,9124,1
417241,7099,1
771271,23704,1
422314,139285,1
777941,NA,NA
420612,55975,1
777820,NA,NA
100315880,NA,NA
373954,598,1
777915,NA,NA
100858092,348932,1
100315927,NA,NA
777902,NA,NA
429055,113802,1
777817,NA,NA
107049415,83439,1
424527,54680,1
417117,153090,1
419548,10256,1
421100,57565,1
102465373,NA,NA
102466176,NA,NA
419821,22874,1
102465419,NA,NA
424103,54891,1
102465329,NA,NA
100315749,NA,NA
100315741,NA,NA
421905,157695,1
100315771,NA,NA
427216,23107,1
100315732,NA,NA
777810,NA,NA
416341,10007,1
101747763,149699,0
416851,23067,1
426763,NA,NA
100315923,NA,NA
100315842,NA,NA
420187,NA,NA
769853,10066,1
102466832,NA,NA
395575,2100,1
102465399,NA,NA
420215,8767,1
100858938,398,1
430443,NA,NA
100315838,NA,NA
107050426,64760,0
415931,10180,1
429941,57611,1
429941,3671,1
107050064,113746,0
107050065,113746,0
772378,4070,1
777854,NA,NA
415527,10845,1
395131,10568,1
102465336,NA,NA
101748084,NA,NA
418221,NA,NA
422375,79836,1
777860,NA,NA
424404,4259,1
408024,5053,1
426184,51380,1
417341,26502,1
107056620,130507,0
428372,54704,1
417503,64792,1
422572,140458,1
428859,2001,1
100858635,24147,1
102466179,NA,NA
416853,NA,0
416853,5715,1
418375,23432,1
770701,64410,1
777816,NA,NA
427186,6167,1
769972,167227,1
420877,253175,1
420877,9425,1
420877,203611,1
420877,9426,1
420877,9085,1
100315896,NA,NA
101747514,22865,1
429489,83481,0
421765,285753,1
427409,25822,1
395189,10051,1
431597,22987,1
419872,4343,1
395895,776,1
423951,119587,1
101750273,NA,NA
107052806,NA,NA
100858221,83742,1
416325,NA,NA
422827,952,1
396137,2893,1
422171,NA,NA
107056638,6741,0
428151,3785,1
777443,51398,1
428328,148229,1
426764,4173,1
101748488,144717,1
769912,9600,1
423128,80829,1
423128,NA,1
416981,23409,1
418178,4257,1
769525,NA,NA
421480,55676,1
424931,5757,1
423485,7517,1
107049491,7841,1
101750584,NA,NA
100857856,9860,1
100315844,NA,NA
100315826,NA,NA
423853,27343,1
428836,85455,1
102465385,NA,NA
427205,84340,1
422351,5716,1
100315708,NA,NA
101750679,NA,NA
107055783,11171,0
420061,10384,1
420061,79908,0
420061,56244,0
420061,11120,1
420061,11119,1
420061,114625,0
420061,153579,1
420061,11118,0
420061,10917,0
420061,10385,0
420061,696,1
421663,83861,0
100315855,NA,NA
101752024,79679,0
100498694,NA,NA
418124,9162,1
107050982,54344,1
100315830,NA,NA
419305,64405,1
427663,8834,1
415422,29767,1
102465369,NA,NA
777867,NA,NA
423588,64841,1
426232,30837,1
107050634,59284,1
418167,373856,0
418167,11274,1
777808,NA,NA
102465318,NA,NA
378901,5999,1
427378,55363,0
419784,643,1
102465723,NA,NA
100316008,NA,NA
421085,6760,1
423795,10556,1
100315956,NA,NA
100315998,NA,NA
425534,NA,NA
107049843,NA,NA
396426,51807,1
777796,NA,NA
777807,NA,NA
423056,9866,1
421210,55704,1
419533,NA,NA
423917,259217,1
100315760,NA,NA
102466685,NA,NA
419441,80176,1
100315980,NA,NA
102465398,NA,NA
396334,6938,1
101751423,NA,NA
100315792,NA,NA
416361,2870,1
428926,9147,1
100857281,10814,1
418164,57553,1
421984,200634,1
417922,121441,1
423688,1763,1
100857919,167826,1
419802,116519,1
420361,5168,1
107051209,NA,NA
418388,348801,1
395447,54514,1
424852,84289,1
421894,2729,1
417564,1801,1
100858681,NA,NA
418601,10549,1
102465381,NA,NA
395401,472,1
420606,NA,NA
425035,285313,1
768618,65009,1
421740,NA,NA
421176,9283,1
107055238,NA,NA
418005,57591,1
426134,9862,1
110224122,NA,NA
102465323,NA,NA
430115,9491,1
100315953,NA,NA
421752,10758,1
422409,6999,1
419882,56944,1
418278,1108,1
421491,84288,1
768445,123803,1
102466691,NA,NA
107056559,6832,0
395072,27159,1
428001,6792,1
768886,134288,1
100315997,NA,NA
395171,25778,1
417310,4622,1
417310,4626,1
417310,4619,1
417310,4620,1
420912,1010,1
417997,5905,1
423339,643854,0
423339,441294,1
423339,4253,1
423339,64693,0
423339,100128553,1
423339,340307,0
423339,100142659,0
102465407,NA,NA
101748852,90324,1
771180,23087,1
420997,10952,1
107057276,63905,0
751791,6010,1
428607,5110,1
419349,8813,1
107057364,NA,NA
420018,441925,0
420018,8678,1
107055267,NA,NA
420190,56704,1
420245,286151,1
428397,NA,NA
395645,26575,1
419181,NA,NA
420389,131377,1
395126,7874,1
107055991,285973,1
424238,29842,1
374052,2153,1
403158,NA,NA
418595,5165,1
101747503,50832,1
418101,6916,1
416670,100529144,1
416670,79585,1
107055263,NA,NA
100216000,1265,1
107056909,56140,1
107056909,56144,1
107056909,56146,1
107056909,56142,1
107056909,56138,1
107056909,56147,0
107056909,56136,1
107056909,56137,1
107056909,56143,1
107056909,56141,1
107056909,9752,1
107056909,56145,1
107056909,56139,1
420813,9150,1
396004,7150,1
395120,83931,1
373887,8322,1
101750031,51168,1
395448,91612,1
107049192,112609,0
107056006,NA,0
107056006,340385,0
107056006,100506243,0
420725,10015,1
423593,55320,0
416201,22885,1
107057221,51657,0
107054332,57097,1
415893,11188,1
431276,NA,NA
428310,NA,NA
420263,25879,1
418047,79734,1
419287,1789,1
100858851,195828,1
768774,389084,1
421843,90025,1
421321,2052,1
418999,NA,NA
418548,11077,1
416328,6584,1
419898,23294,1
770442,55061,1
770581,125206,1
419201,78997,1
419611,149175,1
423472,81693,1
107055784,129138,0
424786,92737,1
420253,50484,1
418390,84873,1
395647,5909,1
416977,51499,1
395272,1213,1
777552,51411,1
396549,483,1
428212,115273,0
421418,64080,1
768507,116988,1
417313,60528,1
421576,135138,1
415551,6124,1
374157,8828,1
419152,84905,1
420063,NA,NA
422140,9724,0
422140,10813,1
420964,55034,1
100125976,79648,1
416188,9963,1
771873,1297,1
768509,1908,1
417692,55605,1
417101,NA,NA
427645,8622,1
427645,8622,1
424966,131118,1
100858156,5499,1
419040,57103,1
423849,NA,NA
100859442,167555,1
422492,114926,1
100857298,2538,1
107050978,NA,NA
418126,1129,1
415447,26258,1
422688,817,1
416712,10864,1
772294,388633,1
100859191,NA,NA
107049929,NA,NA
107049930,NA,NA
417350,6397,1
427495,3990,1
422587,53343,1
420758,2803,1
422217,54857,1
418892,NA,NA
396037,NA,NA
417483,352954,1
417483,729438,1
771758,728276,1
395663,3588,1
421474,10153,1
107056061,4173,0
771963,63935,1
423298,70,1
395754,NA,1
100859007,NA,NA
423350,55237,1
404538,25913,1
107056777,55075,0
424062,130132,1
420483,22931,1
416775,23759,1
396534,10606,1
107056478,29954,0
395643,8572,1
424636,5865,1
424309,26122,1
430492,23424,1
100858225,84299,1
419467,8659,1
423253,138009,1
423253,285429,0
423253,26094,1
417637,6198,1
416362,9260,1
107054985,119,1
770710,2563,1
100859414,NA,NA
768942,9361,1
107053973,80763,1
424143,7456,1
770670,57688,1
426238,1639,1
770364,NA,1
770364,57120,1
422226,90293,1
422226,55958,1
423857,57715,1
416675,23382,1
422211,NA,NA
430980,2976,1
415478,NA,NA
424016,10267,1
421358,7399,0
423048,23258,1
107049156,5988,0
107049156,342931,0
107049156,729974,0
107049156,442247,0
107049156,10738,0
107049156,10739,0
107049156,NA,0
421658,56995,1
396152,861,1
395089,56897,1
107050898,4713,1
428963,338557,1
373980,3913,1
107055935,7280,0
107055935,347733,0
416793,57666,1
419355,9825,1
420633,221895,1
107049186,79625,0
415961,10533,1
422242,79649,0
425067,55249,0
425067,54856,1
421543,183,1
422954,94097,1
395365,11047,1
418972,91801,1
100857116,23436,0
100857116,10136,1
423231,25963,1
415623,NA,NA
423353,10577,1
770350,171017,1
420336,9788,1
422523,10427,1
395218,2203,1
770863,2719,1
419211,NA,NA
772297,25821,1
421001,10590,1
769725,378,1
374210,593,1
374210,NA,1
421660,6993,1
423221,100137047,1
101747779,11176,1
425000,27333,1
416832,79676,1
416755,NA,NA
107054833,7764,1
100858352,1891,1
419609,3633,1
423690,80312,1
417852,27345,1
418408,961,1
418060,91464,1
423509,23224,1
416738,128710,1
107056529,NA,NA
415511,283777,1
416330,NA,NA
428961,NA,NA
421292,4072,1
428937,10718,1
424658,200008,1
428096,5547,1
100859766,5326,1
395387,4318,1
417916,6636,1
396125,9975,1
100859762,26520,1
771554,10238,1
395328,3237,1
554218,59067,1
424452,6045,1
107049032,9363,1
416515,2314,1
100858693,138715,1
395799,7166,1
427652,NA,NA
426315,NA,NA
416048,64419,1
424506,676,1
417439,54757,1
427196,23530,1
107049099,64101,1
374242,1641,1
395993,2675,1
421553,55780,1
421976,51639,1
415401,79811,1
418614,10742,1
396190,NA,NA
428314,3859,1
770996,NA,NA
417501,4927,1
395372,22883,1
423549,10640,1
423433,5267,0
423433,327657,0
423433,866,0
423433,390502,1
423433,12,0
423433,5265,1
423433,5104,1
423433,256394,0
423433,145264,1
423433,6906,0
100858069,NA,NA
107052136,4017,0
769889,81575,1
107054746,1018,1
418961,56163,0
418658,414,1
107049045,25906,0
420830,7172,1
415314,22932,0
415314,7784,1
426763,146395,1
396316,3155,1
768353,8431,1
419427,54991,1
425360,115992,1
107056436,10480,1
107056441,57175,0
416374,85007,1
417485,653361,1
418300,7791,1
427310,56254,1
395531,4811,1
426090,57130,1
419405,728661,1
503512,668,1
100859131,84000,1
416876,10019,1
772063,79689,1
427152,55789,1
107057314,6714,0
423837,401647,1
415355,26263,1
422219,3598,1
408034,374875,1
417857,64786,1
427105,10622,1
419969,2670,1
428434,2128,1
417935,23165,1
422676,285855,1
424427,9917,1
416012,65010,1
101747367,NA,NA
396167,85417,0
423740,NA,NA
419347,3755,1
420340,654463,1
418637,25975,1
422720,7098,1
769268,126695,1
395229,6932,1
420384,NA,1
420384,358,1
107055225,NA,NA
374012,330,1
374012,329,1
421904,157697,1
107050968,9939,1
415965,80746,1
425291,NA,1
425291,55361,1
419461,54455,1
416743,3707,1
416593,64718,0
107057035,64718,0
101748705,NA,NA
423882,159686,1
422701,5910,1
416297,51306,1
769904,254228,1
416987,160777,1
771008,2019,1
418638,51284,1
428644,3062,1
426073,9039,1
416198,285613,1
101750767,7857,1
417508,79706,1
420549,889,1
418447,387597,1
419972,4905,1
395590,1747,1
395785,3295,1
421152,10390,1
100857779,375033,1
427978,64968,1
418970,54733,1
418644,2913,1
395839,64096,1
408044,5493,1
107056896,55209,0
423377,63894,1
395762,NA,NA
417860,NA,NA
107049625,203190,1
100857728,126669,1
395247,4087,1
422693,55435,1
418046,164656,1
417168,389799,1
422781,323,1
395197,5878,1
420202,64089,1
101747634,6601,1
430871,347365,1
422498,256471,1
418602,6611,1
424783,253461,1
421641,80177,1
770407,80222,1
428299,NA,NA
426962,9945,1
416873,160762,1
416978,1337,1
424345,23271,1
420475,6840,1
422733,29883,1
424878,285382,1
425772,NA,NA
107049790,773,1
395748,2115,1
426813,65983,1
768471,83594,1
428091,154810,1
101747853,NA,NA
374202,6926,1
419419,126789,1
769338,1854,1
107051310,NA,NA
426418,NA,1
426418,85406,0
768789,2304,1
419791,NA,NA
422497,10733,1
417275,54107,1
100859853,4616,1
416704,9775,1
416932,29802,1
107056797,84191,0
417491,10514,1
424654,51668,1
107054899,63905,1
107057277,63905,1
771460,56998,1
101751077,26608,1
426644,79956,1
100857869,4068,1
425132,10641,1
427266,26528,1
420441,22976,1
430735,338675,0
419165,51098,1
107056080,5569,0
427451,158158,1
424196,NA,NA
107049146,NA,NA
428714,NA,NA
417048,6892,1
418621,8905,1
100858728,NA,NA
107052956,3142,1
420292,7264,1
429164,6478,1
100857115,2876,1
770563,91300,1
422911,55037,1
416002,26060,1
374040,1730,1
428724,2110,1
768745,387718,1
396439,7145,1
395690,NA,NA
417704,10466,1
101747587,NA,NA
423028,84188,1
395366,115361,0
395366,2635,1
395366,2633,1
395366,388646,1
395366,115362,1
395366,2634,0
395366,163351,0
415922,115361,0
415922,2635,1
415922,2633,1
415922,388646,1
415922,115362,1
415922,2634,0
415922,163351,0
395483,30812,1
107057568,NA,NA
421931,6868,1
424957,3827,1
430767,27339,1
415765,9141,1
423422,26175,1
420332,4609,1
417923,7112,1
423101,NA,NA
772164,24145,1
427326,10085,1
100857164,4159,1
416458,340260,1
420561,7980,1
424262,114885,1
107057327,55905,0
374158,1677,1
100858592,6272,1
395707,489,1
427775,NA,NA
395496,6527,1
395496,6523,1
428318,79603,1
378928,2925,1
426230,22990,1
424914,NA,1
424914,255758,1
396398,NA,NA
769223,NA,NA
428095,23682,1
395936,4043,1
395990,27429,1
770513,8674,1
415652,NA,NA
395459,1889,1
418340,55254,1
424755,83607,1
107051572,NA,NA
419820,9580,1
431664,51289,1
424778,54464,1
429134,1427,1
422568,8001,1
107056122,57539,0
101747287,26022,1
100379662,85508,1
497211,56140,1
497211,56144,1
497211,56146,1
497211,56142,1
497211,56138,1
497211,56147,1
497211,56136,1
497211,56137,0
497211,56143,0
497211,56141,1
497211,9752,0
497211,56145,0
497211,56139,0
497212,56140,1
497212,56144,1
497212,56146,1
497212,56142,1
497212,56138,1
497212,56147,1
497212,56136,1
497212,56137,0
497212,56143,0
497212,56141,1
497212,9752,0
497212,56145,0
497212,56139,0
497214,56140,1
497214,56144,1
497214,56146,1
497214,56142,1
497214,56138,1
497214,56147,1
497214,56136,1
497214,56137,0
497214,56143,0
497214,56141,1
497214,9752,0
497214,56145,0
497214,56139,0
497215,56140,1
497215,56144,1
497215,56146,1
497215,56142,1
497215,56138,1
497215,56147,1
497215,56136,1
497215,56137,0
497215,56143,0
497215,56141,1
497215,9752,0
497215,56145,0
497215,56139,0
497217,56140,1
497217,56144,1
497217,56146,1
497217,56142,1
497217,56138,1
497217,56147,1
497217,56136,1
497217,56137,0
497217,56143,0
497217,56141,1
497217,9752,0
497217,56145,0
497217,56139,0
497218,56140,1
497218,56144,1
497218,56146,1
497218,56142,1
497218,56138,1
497218,56147,1
497218,56136,1
497218,56137,0
497218,56143,0
497218,56141,1
497218,9752,0
497218,56145,0
497218,56139,0
497219,56140,1
497219,56144,1
497219,56146,1
497219,56142,1
497219,56138,1
497219,56147,1
497219,56136,1
497219,56137,0
497219,56143,0
497219,56141,1
497219,9752,0
497219,56145,0
497219,56139,0
497221,56140,1
497221,56144,1
497221,56146,1
497221,56142,1
497221,56138,1
497221,56147,1
497221,56136,1
497221,56137,0
497221,56143,0
497221,56141,1
497221,9752,0
497221,56145,0
497221,56139,0
497222,56140,1
497222,56144,1
497222,56146,1
497222,56142,1
497222,56138,1
497222,56147,1
497222,56136,1
497222,56137,0
497222,56143,0
497222,56141,1
497222,9752,0
497222,56145,0
497222,56139,0
497224,56140,1
497224,56144,1
497224,56146,1
497224,56142,1
497224,56138,1
497224,56147,1
497224,56136,1
497224,56137,0
497224,56143,0
497224,56141,1
497224,9752,0
497224,56145,0
497224,56139,0
422151,NA,NA
395678,348093,1
421031,65258,1
428320,360200,1
422649,8671,1
424845,23178,1
422974,NA,1
421043,55125,1
423307,23256,1
420191,54332,1
423992,55854,1
427422,64083,1
418386,56954,1
100857899,83538,1
423682,5592,1
419116,6431,1
100858108,54623,1
423918,387712,1
427283,54187,1
424291,84083,1
769231,396,1
422200,65991,1
374193,2597,1
107049158,NA,NA
101749360,374969,1
429064,356,1
427662,100134444,1
427662,3768,1
424894,80316,0
424894,153743,1
424894,5504,1
418933,6144,1
419536,23221,1
415867,28987,1
100857188,440730,1
770136,84858,1
101749651,54785,1
396416,5747,1
768824,51123,1
417384,79058,1
769390,27304,1
423940,59338,1
418670,28227,1
373986,64327,1
427318,4437,1
395289,10002,1
428820,282775,0
107049311,167359,1
421202,55120,1
423206,6692,1
100859104,811,1
422840,9957,1
424659,25973,1
100858652,116113,1
373973,208,0
396068,8514,1
771694,266675,1
110224123,NA,NA
419045,55297,1
424088,150864,1
396060,5786,1
421580,5340,1
421580,4018,0
420773,64983,1
374105,23504,1
428876,8816,1
100857465,4358,1
423877,79991,1
417377,NA,0
426704,90417,1
424743,26058,1
416626,9265,0
428098,283219,1
100857134,339896,1
395132,4088,1
421046,8731,1
770023,56942,1
771061,286133,1
422109,26151,1
415630,3801,1
426639,84152,1
107049190,79022,0
419183,NA,1
419183,90196,1
429084,2152,1
101747418,NA,NA
421003,NA,0
421003,9750,1
101747392,2866,0
101747392,2865,0
101747392,2867,0
429550,23516,1
101747308,NA,NA
107052560,25928,1
768589,NA,NA
418185,5139,1
107052739,23212,1
422905,10417,1
423965,4255,1
424400,92342,1
423086,833,1
418567,8653,1
418567,1654,1
420676,79017,1
420676,NA,1
107053698,159296,1
771806,7104,1
770613,92344,1
769379,2845,1
421147,10440,1
422323,NA,NA
396452,5621,1
419765,5049,1
373917,3958,1
422455,84640,1
374201,5309,0
374201,5307,1
419744,55800,1
424435,63923,1
427210,134359,1
418150,283358,1
417342,79415,1
424792,80704,1
427979,9992,1
423678,9060,1
769604,51101,1
416494,10898,1
107050335,22983,0
423103,66005,1
101750874,NA,1
421076,4864,1
415379,663,1
424797,1285,1
